Species,Region,Collection_Date,Count
Torque teno chlorocebus virus 1,North America,2011.0,2
Torque teno chlorocebus virus 2,Africa,2011.0,2
Torque teno chlorocebus virus 3,Africa,2011.0,2
Torque teno chlorocebus virus 5,Africa,2011.0,2
Torque teno desmodus rotundus virus,South America,2010.0,1
Torque teno didelphi virus 1,South America,2009.0,1
Torque teno equid virus 1,North America,2012.0,2
Torque teno equus virus 2,North America,2018.0,1
Torque teno felid virus 1,Africa,2014.0,2
Torque teno felid virus 1,Africa,2015.0,11
Torque teno felid virus 1,Africa,2016.0,14
Torque teno felid virus 1,Africa,2017.0,4
Torque teno felid virus 1,Africa,2018.0,3
Torque teno felid virus 1,Asia,2010.0,2
Torque teno felid virus 1,Asia,2019.0,2
Torque teno felid virus 1,Asia,2020.0,12
Torque teno felid virus 1,Asia,2021.0,16
Torque teno felid virus 1,Europa,2010.0,3
Torque teno felid virus 1,Europa,2013.0,1
Torque teno felid virus 1,North America,1999.0,7
Torque teno felid virus 1,North America,2000.0,1
Torque teno felid virus 1,North America,2002.0,4
Torque teno felid virus 1,North America,2003.0,5
Torque teno felid virus 1,North America,2004.0,4
Torque teno felid virus 1,North America,2005.0,7
Torque teno felid virus 1,North America,2006.0,15
Torque teno felid virus 1,North America,2007.0,7
Torque teno felid virus 1,North America,2008.0,10
Torque teno felid virus 1,North America,2009.0,8
Torque teno felid virus 1,North America,2010.0,43
Torque teno felid virus 1,North America,2011.0,22
Torque teno felid virus 1,North America,2012.0,9
Torque teno felid virus 1,North America,2013.0,1
Torque teno felid virus 1,North America,2014.0,15
Torque teno felid virus 1,North America,2015.0,1
Torque teno felid virus 1,North America,2017.0,7
Torque teno felid virus 1,North America,2018.0,5
Torque teno felid virus 3,South America,2017.0,2
Torque teno felid virus 6,Asia,2015.0,1
Torque teno hominid virus 1,Europa,2012.0,4
Torque teno leprid virus 1,Europa,2018.0,4
Torque teno like mini virus Isfahan,Asia,2008.0,2
Torque teno like mini virus Isfahan,Asia,2009.0,2
Torque teno midi virus,Africa,2014.0,5
Torque teno midi virus,Africa,2015.0,5425
Torque teno midi virus,Africa,2016.0,96
Torque teno midi virus,Africa,2017.0,2
Torque teno midi virus,Asia,1992.0,2
Torque teno midi virus,Asia,2011.0,7
Torque teno midi virus,Asia,2016.0,9
Torque teno midi virus,Europa,2005.0,4
Torque teno midi virus,Europa,2006.0,5
Torque teno midi virus,Europa,2007.0,11
Torque teno midi virus,Europa,2008.0,18
Torque teno midi virus 10,Africa,2014.0,1
Torque teno midi virus 15,Asia,1992.0,2
Torque teno mini virus 1,Asia,2010.0,9
Torque teno mini virus 10,Africa,2014.0,23
Torque teno mini virus 16,Europa,2013.0,2
Torque teno mini virus 18,Asia,2014.0,2
Torque teno mini virus 2,Asia,2010.0,23
Torque teno mini virus 26,Asia,2015.0,3
Torque teno mini virus 27,Europa,2014.0,2
Torque teno mini virus 3,Asia,2010.0,3
Torque teno mini virus SHB,Asia,2015.0,1
Torque teno mini virus SHC,Asia,2015.0,12
Torque teno mustelid virus 2,North America,2018.0,3
Torque teno mustilid virus 1,Europa,2008.0,1
Torque teno neovison virus,Asia,2014.0,2
Torque teno neovison virus,Asia,2015.0,1
Torque teno pinniped virus 2,Europa,2012.0,2
Torque teno pinniped virus 3,Europa,2012.0,2
Torque teno pinniped virus 3,Europa,2014.0,2
Torque teno pinniped virus 4,Europa,2014.0,1
Torque teno pinniped virus 6,Antarctica,2016.0,2
Torque teno pinniped virus 7,Antarctica,2016.0,3
Torque teno pinniped virus 8,Antarctica,2014.0,134
Torque teno pinniped virus 9,Antarctica,2014.0,20
Torque teno rodent virus 2,Asia,2014.0,2
Torque teno rodent virus 2,Asia,2015.0,5
Torque teno rodent virus 2,Asia,2016.0,4
Torque teno rodent virus 2,Asia,2017.0,12
Torque teno rodent virus 2,South America,2008.0,4
Torque teno rodent virus 2,South America,2009.0,3
Torque teno rodent virus 2,South America,2013.0,2
Torque teno rodent virus 3,South America,2013.0,2
Torque teno rodent virus 6,South America,2008.0,1
Torque teno seal virus 4,Europa,2014.0,2
Torque teno sus virus,Asia,2009.0,34
Torque teno sus virus,Asia,2017.0,1
Torque teno sus virus,Asia,2018.0,4
Torque teno sus virus,Europa,2008.0,1
Torque teno sus virus,Europa,2011.0,4
Torque teno sus virus,Europa,2013.0,8
Torque teno sus virus,North America,2018.0,1
Torque teno sus virus,South America,2016.0,66
Torque teno sus virus 1a,Africa,2010.0,5
Torque teno sus virus 1a,Africa,2014.0,4
Torque teno sus virus 1a,Asia,2008.0,14
Torque teno sus virus 1a,Asia,2009.0,27
Torque teno sus virus 1a,Asia,2010.0,8
Torque teno sus virus 1a,Asia,2011.0,2
Torque teno sus virus 1a,Asia,2012.0,24
Torque teno sus virus 1a,Asia,2013.0,1
Torque teno sus virus 1a,Asia,2014.0,7
Torque teno sus virus 1a,Asia,2015.0,3
Torque teno sus virus 1a,Asia,2016.0,13
Torque teno sus virus 1a,Asia,2018.0,1
Torque teno sus virus 1a,Europa,1985.0,2
Torque teno sus virus 1a,Europa,1986.0,2
Torque teno sus virus 1a,Europa,1987.0,4
Torque teno sus virus 1a,Europa,1988.0,2
Torque teno sus virus 1a,Europa,1989.0,4
Torque teno sus virus 1a,Europa,1990.0,6
Torque teno sus virus 1a,Europa,1991.0,2
Torque teno sus virus 1a,Europa,1994.0,1
Torque teno sus virus 1a,Europa,1996.0,4
Torque teno sus virus 1a,Europa,1997.0,3
Torque teno sus virus 1a,Europa,2000.0,1
Torque teno sus virus 1a,Europa,2001.0,4
Torque teno sus virus 1a,Europa,2002.0,1
Torque teno sus virus 1a,Europa,2003.0,3
Torque teno sus virus 1a,Europa,2004.0,1
Torque teno sus virus 1a,Europa,2006.0,3
Torque teno sus virus 1a,Europa,2007.0,4
Torque teno sus virus 1a,Europa,2008.0,8
Torque teno sus virus 1a,Europa,2009.0,20
Torque teno sus virus 1a,Europa,2010.0,5
Torque teno sus virus 1a,Europa,2011.0,7
Torque teno sus virus 1a,Europa,2012.0,6
Torque teno sus virus 1a,Europa,2015.0,1
Torque teno sus virus 1a,Europa,2016.0,3
Torque teno sus virus 1a,North America,2004.0,2
Torque teno sus virus 1a,North America,2005.0,1
Torque teno sus virus 1a,North America,2008.0,2
Torque teno sus virus 1a,North America,2011.0,10
Torque teno sus virus 1a,North America,2012.0,18
Torque teno sus virus 1a,North America,2013.0,10
Torque teno sus virus 1a,North America,2015.0,9
Torque teno sus virus 1a,North America,2018.0,1
Torque teno sus virus 1a,South America,2002.0,2
Torque teno sus virus 1a,South America,2006.0,8
Torque teno sus virus 1a,South America,2007.0,1
Torque teno sus virus 1a,South America,2009.0,29
Torque teno sus virus 1a,South America,2010.0,2
Torque teno sus virus 1a,South America,2011.0,10
Torque teno sus virus 1a,South America,2012.0,2
Torque teno sus virus 1a,South America,2013.0,6
Torque teno sus virus 1a,South America,2014.0,28
Torque teno sus virus 1a,South America,2015.0,1
Torque teno sus virus 1a,South America,2016.0,4
Torque teno sus virus 1a,South America,2018.0,4
Torque teno sus virus 1b,Africa,2010.0,1
Torque teno sus virus 1b,Africa,2014.0,4
Torque teno sus virus 1b,Asia,2008.0,19
Torque teno sus virus 1b,Asia,2009.0,37
Torque teno sus virus 1b,Asia,2010.0,15
Torque teno sus virus 1b,Asia,2011.0,4
Torque teno sus virus 1b,Asia,2014.0,5
Torque teno sus virus 1b,Asia,2015.0,27
Torque teno sus virus 1b,Asia,2016.0,36
Torque teno sus virus 1b,Asia,2017.0,13
Torque teno sus virus 1b,Asia,2018.0,11
Torque teno sus virus 1b,Asia,2020.0,1
Torque teno sus virus 1b,Europa,1985.0,3
Torque teno sus virus 1b,Europa,1986.0,3
Torque teno sus virus 1b,Europa,1987.0,4
Torque teno sus virus 1b,Europa,1988.0,6
Torque teno sus virus 1b,Europa,1989.0,3
Torque teno sus virus 1b,Europa,1990.0,10
Torque teno sus virus 1b,Europa,1991.0,2
Torque teno sus virus 1b,Europa,1994.0,3
Torque teno sus virus 1b,Europa,1995.0,3
Torque teno sus virus 1b,Europa,1996.0,1
Torque teno sus virus 1b,Europa,1997.0,7
Torque teno sus virus 1b,Europa,1999.0,5
Torque teno sus virus 1b,Europa,2000.0,2
Torque teno sus virus 1b,Europa,2001.0,1
Torque teno sus virus 1b,Europa,2002.0,4
Torque teno sus virus 1b,Europa,2003.0,3
Torque teno sus virus 1b,Europa,2004.0,3
Torque teno sus virus 1b,Europa,2005.0,3
Torque teno sus virus 1b,Europa,2006.0,4
Torque teno sus virus 1b,Europa,2007.0,2
Torque teno sus virus 1b,Europa,2008.0,6
Torque teno sus virus 1b,Europa,2009.0,20
Torque teno sus virus 1b,Europa,2010.0,3
Torque teno sus virus 1b,Europa,2011.0,11
Torque teno sus virus 1b,Europa,2012.0,3
Torque teno sus virus 1b,Europa,2016.0,2
Torque teno sus virus 1b,Europa,2017.0,2
Torque teno sus virus 1b,Europa,2018.0,2
Torque teno sus virus 1b,Europa,2019.0,2
Torque teno sus virus 1b,North America,2004.0,1
Torque teno sus virus 1b,North America,2008.0,2
Torque teno sus virus 1b,North America,2011.0,12
Torque teno sus virus 1b,North America,2012.0,13
Torque teno sus virus 1b,North America,2015.0,15
Torque teno sus virus 1b,North America,2018.0,2
Torque teno sus virus 1b,North America,2019.0,1
Torque teno sus virus 1b,South America,2006.0,10
Torque teno sus virus 1b,South America,2008.0,1
Torque teno sus virus 1b,South America,2009.0,10
Torque teno sus virus 1b,South America,2011.0,14
Torque teno sus virus 1b,South America,2013.0,2
Torque teno sus virus 1b,South America,2014.0,29
Torque teno sus virus 1b,South America,2016.0,6
Torque teno sus virus 1b,South America,2018.0,4
Torque teno sus virus SH0822/2008,Asia,2008.0,1
Torque teno sus virus k2,North America,2004.0,1
Torque teno sus virus k2,South America,2010.0,1
Torque teno sus virus k2,South America,2011.0,4
Torque teno sus virus k2a,Asia,2015.0,5
Torque teno sus virus k2a,Europa,2019.0,4
Torque teno sus virus k2a,Europa,2020.0,5
Torque teno sus virus k2a,North America,2012.0,4
Torque teno sus virus k2a,North America,2013.0,8
Torque teno sus virus k2a,North America,2018.0,1
Torque teno sus virus k2a,North America,2019.0,1
Torque teno sus virus k2a,Oceans and Seas,2018.0,6
Torque teno sus virus k2a,South America,2008.0,8
Torque teno sus virus k2a,South America,2010.0,1
Torque teno sus virus k2a,South America,2011.0,4
Torque teno sus virus k2a,South America,2012.0,2
Torque teno sus virus k2a,South America,2013.0,4
Torque teno sus virus k2a,South America,2014.0,2
Torque teno sus virus k2a,South America,2016.0,4
Torque teno sus virus k2a,South America,2018.0,2
Torque teno sus virus k2b,Asia,2015.0,3
Torque teno sus virus k2b,North America,2018.0,1
Torque teno sus virus k2b,Oceans and Seas,2007.0,4
Torque teno sus virus k2b,Oceans and Seas,2018.0,5
Torque teno sus virus k2b,South America,2008.0,1
Torque teno sus virus k2b,South America,2018.0,1
Torque teno ursid virus 1,Asia,2020.0,1
Torque teno virus,Africa,2014.0,7
Torque teno virus,Africa,2015.0,3272
Torque teno virus,Africa,2016.0,81
Torque teno virus,Africa,2020.0,1
Torque teno virus,Asia,2003.0,14
Torque teno virus,Asia,2004.0,7
Torque teno virus,Asia,2008.0,58
Torque teno virus,Asia,2009.0,45
Torque teno virus,Asia,2010.0,21
Torque teno virus,Asia,2011.0,13
Torque teno virus,Asia,2012.0,19
Torque teno virus,Asia,2013.0,6
Torque teno virus,Asia,2014.0,3
Torque teno virus,Asia,2015.0,21
Torque teno virus,Asia,2016.0,8
Torque teno virus,Asia,2017.0,307
Torque teno virus,Asia,2018.0,54
Torque teno virus,Asia,2019.0,7
Torque teno virus,Asia,2020.0,8
Torque teno virus,Asia,2021.0,1
Torque teno virus,Asia,2022.0,3
Torque teno virus,Europa,1983.0,1
Torque teno virus,Europa,1985.0,4
Torque teno virus,Europa,1986.0,3
Torque teno virus,Europa,1987.0,4
Torque teno virus,Europa,1988.0,2
Torque teno virus,Europa,1989.0,3
Torque teno virus,Europa,1990.0,3
Torque teno virus,Europa,1991.0,4
Torque teno virus,Europa,1994.0,2
Torque teno virus,Europa,1995.0,3
Torque teno virus,Europa,1996.0,2
Torque teno virus,Europa,1997.0,2
Torque teno virus,Europa,1999.0,2
Torque teno virus,Europa,2000.0,1
Torque teno virus,Europa,2001.0,2
Torque teno virus,Europa,2002.0,1
Torque teno virus,Europa,2003.0,2
Torque teno virus,Europa,2004.0,1
Torque teno virus,Europa,2005.0,2
Torque teno virus,Europa,2006.0,24
Torque teno virus,Europa,2007.0,3
Torque teno virus,Europa,2008.0,50
Torque teno virus,Europa,2009.0,6
Torque teno virus,Europa,2011.0,29
Torque teno virus,Europa,2013.0,22
Torque teno virus,Europa,2014.0,62
Torque teno virus,Europa,2015.0,19
Torque teno virus,Europa,2016.0,12
Torque teno virus,Europa,2018.0,9
Torque teno virus,Europa,2019.0,3
Torque teno virus,North America,1974.0,8
Torque teno virus,North America,1976.0,5
Torque teno virus,North America,1977.0,8
Torque teno virus,North America,1978.0,12
Torque teno virus,North America,1979.0,11
Torque teno virus,North America,2002.0,1
Torque teno virus,North America,2003.0,2
Torque teno virus,North America,2004.0,1
Torque teno virus,North America,2006.0,2
Torque teno virus,North America,2015.0,1
Torque teno virus,North America,2021.0,1
Torque teno virus,Oceans and Seas,2018.0,2
Torque teno virus,South America,2017.0,1
Torque teno virus 1,Africa,2014.0,18
Torque teno virus 1,Africa,2015.0,1
Torque teno virus 1,Europa,2008.0,1
Torque teno virus 1,Europa,2012.0,1
Torque teno virus 1,Europa,2014.0,3
Torque teno virus 1,Europa,2015.0,3
Torque teno virus 10,North America,2006.0,6
Torque teno virus 12,Africa,2015.0,1
Torque teno virus 13,Asia,2018.0,1
Torque teno virus 17,Africa,2015.0,1
Torque teno virus 18,Africa,2015.0,1
Torque teno virus 2,Europa,2008.0,1
Torque teno virus 2,Europa,2015.0,7
Torque teno virus 20,Africa,2015.0,2
Torque teno virus 21,Africa,2015.0,2
Torque teno virus 3,Europa,2015.0,2
Torque teno virus 3,South America,2018.0,1
Torque teno virus 8,Africa,2015.0,1
Torque teno virus AZ1_2,North America,2020.0,1
Torque teno virus AZ6_5,North America,2020.0,1
Torque teno virus AZ7_4,North America,2020.0,1
Torque teno virus GB3_pi2,North America,2016.0,1
Torque teno virus GB3_pi3,North America,2016.0,1
Torrey Pines virus,Africa,2009.0,1
Torrey Pines virus,Europa,2009.0,63
Torrey Pines virus,Europa,2010.0,1
Torrey Pines virus,Europa,2012.0,2
Torrey Pines virus,North America,2008.0,1
Torrey Pines virus,North America,2009.0,1
Torrey Pines virus,Oceans and Seas,2008.0,18
Tortoise Herpesvirus 4,North America,2007.0,1
Tortoise genomovirus 1,North America,2016.0,1
Tortoise genomovirus 11,North America,2016.0,1
Tortoise genomovirus 12,North America,2016.0,1
Tortoise genomovirus 14,North America,2016.0,1
Tortoise genomovirus 15,North America,2016.0,1
Tortoise genomovirus 16,North America,2016.0,1
Tortoise genomovirus 18,North America,2016.0,1
Tortoise genomovirus 19,North America,2016.0,1
Tortoise genomovirus 2,North America,2016.0,1
Tortoise genomovirus 20,North America,2016.0,1
Tortoise genomovirus 21,North America,2016.0,1
Tortoise genomovirus 22,North America,2016.0,1
Tortoise genomovirus 23,North America,2016.0,1
Tortoise genomovirus 3,North America,2016.0,1
Tortoise genomovirus 4,North America,2016.0,1
Tortoise genomovirus 5,North America,2016.0,1
Tortoise genomovirus 6,North America,2016.0,1
Tortoise genomovirus 7,North America,2016.0,1
Tortoise genomovirus 8,North America,2016.0,1
Tortoise herpesvirus,Europa,1995.0,6
Tortoise herpesvirus,Europa,1996.0,3
Tortoise herpesvirus,Europa,1997.0,8
Tortoise herpesvirus,Europa,1998.0,3
Tortoise herpesvirus,Europa,2001.0,3
Tortoise herpesvirus,Europa,2002.0,5
Tortoise herpesvirus,North America,1996.0,3
Tortoise microvirus 1,North America,2016.0,1
Tortoise microvirus 10,North America,2016.0,2
Tortoise microvirus 100,North America,2016.0,1
Tortoise microvirus 101,North America,2016.0,1
Tortoise microvirus 102,North America,2016.0,1
Tortoise microvirus 103,North America,2016.0,1
Tortoise microvirus 104,North America,2016.0,1
Tortoise microvirus 105,North America,2016.0,1
Tortoise microvirus 106,North America,2016.0,1
Tortoise microvirus 107,North America,2016.0,1
Tortoise microvirus 108,North America,2016.0,1
Tortoise microvirus 109,North America,2016.0,1
Tortoise microvirus 11,North America,2016.0,1
Tortoise microvirus 110,North America,2016.0,1
Tortoise microvirus 111,North America,2016.0,1
Tortoise microvirus 12,North America,2016.0,1
Tortoise microvirus 13,North America,2016.0,2
Tortoise microvirus 14,North America,2016.0,1
Tortoise microvirus 15,North America,2016.0,1
Tortoise microvirus 16,North America,2016.0,1
Tortoise microvirus 17,North America,2016.0,1
Tortoise microvirus 18,North America,2016.0,1
Tortoise microvirus 19,North America,2016.0,1
Tortoise microvirus 2,North America,2016.0,2
Tortoise microvirus 20,North America,2016.0,1
Tortoise microvirus 21,North America,2016.0,1
Tortoise microvirus 22,North America,2016.0,1
Tortoise microvirus 23,North America,2016.0,1
Tortoise microvirus 24,North America,2016.0,1
Tortoise microvirus 25,North America,2016.0,1
Tortoise microvirus 26,North America,2016.0,1
Tortoise microvirus 27,North America,2016.0,1
Tortoise microvirus 28,North America,2016.0,1
Tortoise microvirus 29,North America,2016.0,1
Tortoise microvirus 3,North America,2016.0,2
Tortoise microvirus 30,North America,2016.0,1
Tortoise microvirus 31,North America,2016.0,1
Tortoise microvirus 32,North America,2016.0,1
Tortoise microvirus 33,North America,2016.0,1
Tortoise microvirus 34,North America,2016.0,1
Tortoise microvirus 35,North America,2016.0,1
Tortoise microvirus 36,North America,2016.0,1
Tortoise microvirus 37,North America,2016.0,1
Tortoise microvirus 38,North America,2016.0,1
Tortoise microvirus 39,North America,2016.0,1
Tortoise microvirus 4,North America,2016.0,1
Tortoise microvirus 40,North America,2016.0,1
Tortoise microvirus 41,North America,2016.0,1
Tortoise microvirus 42,North America,2016.0,1
Tortoise microvirus 43,North America,2016.0,1
Tortoise microvirus 44,North America,2016.0,1
Tortoise microvirus 45,North America,2016.0,1
Tortoise microvirus 46,North America,2016.0,1
Tortoise microvirus 47,North America,2016.0,1
Tortoise microvirus 48,North America,2016.0,1
Tortoise microvirus 49,North America,2016.0,1
Tortoise microvirus 5,North America,2016.0,1
Tortoise microvirus 50,North America,2016.0,1
Tortoise microvirus 51,North America,2016.0,1
Tortoise microvirus 52,North America,2016.0,1
Tortoise microvirus 53,North America,2016.0,2
Tortoise microvirus 54,North America,2016.0,1
Tortoise microvirus 55,North America,2016.0,1
Tortoise microvirus 56,North America,2016.0,1
Tortoise microvirus 57,North America,2016.0,1
Tortoise microvirus 58,North America,2016.0,1
Tortoise microvirus 59,North America,2016.0,1
Tortoise microvirus 6,North America,2016.0,1
Tortoise microvirus 60,North America,2016.0,1
Tortoise microvirus 61,North America,2016.0,1
Tortoise microvirus 62,North America,2016.0,1
Tortoise microvirus 63,North America,2016.0,1
Tortoise microvirus 64,North America,2016.0,1
Tortoise microvirus 65,North America,2016.0,1
Tortoise microvirus 66,North America,2016.0,1
Tortoise microvirus 67,North America,2016.0,1
Tortoise microvirus 68,North America,2016.0,1
Tortoise microvirus 69,North America,2016.0,1
Tortoise microvirus 7,North America,2016.0,1
Tortoise microvirus 70,North America,2016.0,1
Tortoise microvirus 71,North America,2016.0,1
Tortoise microvirus 72,North America,2016.0,1
Tortoise microvirus 73,North America,2016.0,1
