,Taxonomy,Isolation_Source,Count
3972,Feline morbillivirus,brain,1
3973,Feline morbillivirus,"kidney, abdominal cavity",26
3974,Feline morbillivirus,lung,2
3975,Feline morbillivirus,oronasopharynx,10
3976,Feline morbillivirus,"spleen, abdominal cavity",1
3977,Feline morbillivirus,urine,248
3978,Feline morbillivirus type 2,urine,12
3979,Feline paramyxovirus,"kidney, abdominal cavity",5
3980,Feline paramyxovirus,urine,7
3981,Feline paramyxovirus MSi-2014,urine,1
3982,Feline parvovirus,blood,2
3983,Feline parvovirus,feces,316
3984,Feline parvovirus,"feces, abdominal cavity",1
3985,Feline parvovirus,swab,30
3986,Feline pegivirus JP03-2471,blood,1
3987,Feline pegivirus JP03-3208,blood,1
3988,Feline picornavirus,feces,1
3989,Felis catus papillomavirus,feces,4
3990,Felis catus papillomavirus,oronasopharynx,7
3991,Felismacovirus lynas1,feces,2
3992,Fenugreek leaf curl betasatellite,plant leaf,1
3993,Feral pigeon astrovirus,cloaca,11
3994,Ferlavirus sp.,lung,1
3995,Ferret coronavirus,abdominal cavity,1
3996,Ferret coronavirus,brain,1
3997,Ferret coronavirus,feces,42
3998,Ferret coronavirus,"kidney, abdominal cavity",1
3999,Ferret coronavirus,"spleen, abdominal cavity",1
4000,Ferret coronavirus 4E98,feces,2
4001,Ferret coronavirus 511c,feces,2
4002,Ferret enteric coronavirus MSU1,feces,6
4003,Ferret kobuvirus,feces,3
4004,Fesa-like virus,feces,2
4005,Fesavirus 1,feces,1
4006,Fesavirus 2,feces,1
4007,Fesavirus 3,feces,1
4008,Fesavirus 4,feces,1
4009,Ficedula mugimaki CRESS-DNA-virus sp.,feces,4
4010,Ficedula mugimaki parvoviridae sp.,feces,2
4011,Ficedula parva CRESS-DNA-virus sp.,feces,2
4012,Ficedula parva Circoviridae sp.,feces,2
4013,Ficedula parva Genomoviridae sp.,feces,25
4014,Ficedula parva ambidensovirus,feces,2
4015,Ficedula parva densovirus,feces,5
4016,Ficedula parva parvoviridae sp.,feces,1
4017,Fig badnavirus 1,plant leaf,86
4018,Fig cryptic virus,phloem,4
4019,Fig cryptic virus,plant leaf,14
4020,Fig fleck-associated virus,plant leaf,11
4021,Fig latent virus,plant leaf,1
4022,Fig latent virus 1,plant leaf,2
4023,Fig leaf mottle-associated virus 1,plant leaf,8
4024,Fig leaf mottle-associated virus 2,plant leaf,5
4025,Fig leaf mottle-associated virus 3,plant leaf,3
4026,Fig mild mottle-associated virus,plant leaf,3
4027,Fig mosaic emaravirus,plant leaf,89
4028,Finch associated genomovirus 3,feces,2
4029,Finch associated genomovirus 9,feces,2
4030,Fisa-like virus,feces,9
4031,Fisavirus 1,"feces, abdominal cavity",2
4032,Fish HDV-like virus,gill,1
4033,Flavi-like segmented virus,blood,2
4034,Flaviviridae PREDICT_Flavi-4,oronasopharynx,1
4035,Flaviviridae PREDICT_Flavi-5,lung,1
4036,Flaviviridae PREDICT_Flavi-6,feces,2
4037,Florida manatee papillomavirus,skin,4
4038,Florida manatee papillomavirus,"skin, lesion",19
4039,Flyfo microvirus Tbat1_59,feces,5
4040,Flyfo microvirus Tbat1_66,feces,6
4041,Flyfo microvirus Tbat2_103,feces,6
4042,Flyfo microvirus Tbat2_105,feces,6
4043,Flyfo microvirus Tbat2_108,feces,8
4044,Flyfo microvirus Tbat2_110,feces,7
4045,Flyfo microvirus Tbat2_112,feces,6
4046,Flyfo microvirus Tbat2_116,feces,6
4047,Flyfo microvirus Tbat2_130,feces,6
4048,Flyfo microvirus Tbat2_144,feces,5
4049,Flyfo microvirus Tbat2_151,feces,7
4050,Flyfo microvirus Tbat2_153,feces,4
4051,Flyfo microvirus Tbat2_156,feces,4
4052,Flyfo microvirus Tbat2_158,feces,7
4053,Flyfo microvirus Tbat2_160,feces,7
4054,Flyfo microvirus Tbat2_163,feces,6
4055,Flyfo microvirus Tbat2_171,feces,4
4056,Flyfo microvirus Tbat2_185,feces,4
4057,Flyfo microvirus Tbat2_43,feces,7
4058,Flyfo microvirus Tbat2_83,feces,7
4059,Flyfo microvirus Tbat2_88,feces,7
4060,Flyfo microvirus Tbat2_91,feces,7
4061,Flyfo microvirus Tbat2_93,feces,8
4062,Flyfo microvirus Tbat2_95,feces,8
4063,Flyfo microvirus Tbat2_98,feces,6
4064,Flyfo myovirus Tbat2_7,feces,53
4065,Flyfo podovirus Tbat2_2,feces,86
4066,Flyfo siphovirus Tbat1_6,feces,96
4067,Flyfo siphovirus Tbat2_3,feces,88
4068,Foot-and-mouth disease virus,blood,17
4069,Foot-and-mouth disease virus,coronary band,20
4070,Foot-and-mouth disease virus,epithelium,242
4071,Foot-and-mouth disease virus,"epithelium, tongue",4
4072,Foot-and-mouth disease virus,"feces, abdominal cavity",1
4073,Foot-and-mouth disease virus,heart,3
4074,Foot-and-mouth disease virus,larynx,2
4075,Foot-and-mouth disease virus,lesion,28
4076,Foot-and-mouth disease virus,oesophagus,2
4077,Foot-and-mouth disease virus,oronasopharynx,64
4078,Foot-and-mouth disease virus,"saliva, oronasopharynx",25
4079,Foot-and-mouth disease virus,"skin, lesion",1
4080,Foot-and-mouth disease virus,tissue,1
4081,Foot-and-mouth disease virus,tongue,187
4082,Fort Morgan virus,cell,43
4083,Fort Sherman orthobunyavirus,blood,4
4084,Fowl adenovirus,blood,1
4085,Fowl adenovirus,feces,51
4086,Fowl adenovirus,liver,5
4087,Fowl adenovirus,"liver, abdominal cavity",131
4088,Fowl aviadenovirus A,abdominal cavity,14
4089,Fowl aviadenovirus A,bursa,8
4090,Fowl aviadenovirus A,feces,10
4091,Fowl aviadenovirus A,kidney,1
4092,Fowl aviadenovirus A,liver,3
4093,Fowl aviadenovirus A,"liver, abdominal cavity",1
4094,Fowl aviadenovirus A,"liver, feces, abdominal cavity",2
4095,Fowl aviadenovirus A,lung,4
4096,Fowl aviadenovirus B,feces,14
4097,Fowl aviadenovirus B,liver,1
4098,Fowl aviadenovirus B,"liver, abdominal cavity",2
4099,Fowl aviadenovirus C,heart,3
4100,Fowl aviadenovirus C,liver,4
4101,Fowl aviadenovirus C,"liver, abdominal cavity",167
4102,Fowl aviadenovirus C,"liver, heart",42
4103,Fowl aviadenovirus C,"spleen, abdominal cavity",4
4104,Fowl aviadenovirus D,abdominal cavity,1
4105,Fowl aviadenovirus D,cloaca,3
4106,Fowl aviadenovirus D,feces,33
4107,Fowl aviadenovirus D,liver,32
4108,Fowl aviadenovirus D,"liver, abdominal cavity",178
4109,Fowl aviadenovirus D,"liver, abdominal cavity, kidney, spleen, abdominal cavity",1
4110,Fowl aviadenovirus D,lung,1
4111,Fowl aviadenovirus D,"spleen, abdominal cavity",2
4112,Fowl aviadenovirus E,cloaca,3
4113,Fowl aviadenovirus E,feces,40
4114,Fowl aviadenovirus E,"feces, abdominal cavity",1
4115,Fowl aviadenovirus E,liver,2
4116,Fowl aviadenovirus E,"liver, abdominal cavity",50
4117,Fowl aviadenovirus E,"liver, abdominal cavity, spleen, abdominal cavity, heart, kidney, abdominal cavity",2
4118,Fowl aviadenovirus E,"liver, spleen",1
4119,Fowlpox virus,lesion_tumor,6
4120,Fowlpox virus,lung,2
4121,Fowlpox virus,skin,267
4122,Fowlpox virus,"skin, lesion",534
4123,Fox fecal bunyavirus,feces,2
4124,Fox fecal kobuvirus,feces,1
4125,Fox fecal picobirnavirus,feces,3
4126,Fox fecal rhabdovirus,feces,16
4127,Fox kobuvirus,feces,10
4128,Fox picobirnavirus,feces,2
4129,Fragaria chiloensis latent virus,germplasm,2
4130,Frangipani mosaic virus,plant leaf,9
4131,Freesia mosaic virus,plant leaf,2
4132,Freesia sneak ophiovirus,plant leaf,10
4133,French Guiana hepevirus,cloaca,3
4134,French Guiana picornavirus,cloaca,1
4135,French Guiana reovirus,cloaca,6
4136,French bean leaf curl Madikeri virus,plant leaf,6
4137,French bean leaf curl betasatellite,plant leaf,2
4138,French bean leaf curl virus,plant leaf,14
4139,French bean severe leaf curl virus,plant leaf,16
4140,Fresh Meadows densovirus 1,feces,1
4141,Fresh Meadows densovirus 2,feces,1
4142,Fresh Meadows densovirus 3,feces,1
4143,Fresh Meadows densovirus 4,feces,1
4144,Fringilla montifringilla CRESS-DNA-virus sp.,feces,16
4145,Fringilla montifringilla Chaphamaparvovirus,feces,2
4146,Fringilla montifringilla Circoviridae sp.,feces,2
4147,Fringilla montifringilla Genomoviridae sp.,feces,9
4148,Fringilla montifringilla ambidensovirus,feces,2
4149,Fringilla montifringilla parvoviridae sp.,feces,2
4150,Frog virus 3,larva,3
4151,Frog virus 3,"liver, abdominal cavity",74
4152,Frog virus 3,"liver, abdominal cavity, kidney",1
4153,Frog virus 3,"liver, abdominal cavity, spleen, abdominal cavity",1
4154,Frog virus 3,"liver, abdominal cavity, spleen, abdominal cavity, kidney, abdominal cavity",1
4155,Fruit bat parvovirus,feces,1
4156,Fulton virus,"liver, abdominal cavity",3
4157,Fur seal faeces associated circular DNA virus,blood,7
4158,Fur seal faeces associated circular DNA virus,feces,12
4159,Fur seal faeces associated circular DNA virus,oronasopharynx,4
4160,Fur seal faeces associated circular DNA virus,tissue,2
4161,Gaboon viper virus 1,venom gland,1
4162,Gairo mammarenavirus,blood,44
4163,Gallid alphaherpesvirus 1,egg,8
4164,Gallid alphaherpesvirus 1,embryo,137
4165,Gallid alphaherpesvirus 1,"eye, skin",6
4166,Gallid alphaherpesvirus 1,lung,561
4167,Gallid alphaherpesvirus 2,blood,17
4168,Gallid alphaherpesvirus 2,embryo,1
4169,Gallid alphaherpesvirus 2,feather,11
4170,Gallid alphaherpesvirus 2,"liver, abdominal cavity",22
4171,Gallid alphaherpesvirus 2,"liver, abdominal cavity, heart, spleen, abdominal cavity",10
4172,Gallid alphaherpesvirus 2,lung,1
4173,Gallid alphaherpesvirus 2,skin,5
4174,Gallid alphaherpesvirus 2,"spleen, abdominal cavity",7
4175,Gallid alphaherpesvirus 2,"spleen, liver, abdominal cavity",16
4176,Galliform aveparvovirus 1,abdominal cavity,26
4177,Galliform aveparvovirus 1,feces,53
4178,Galliform aveparvovirus 1,"feces, abdominal cavity",3
4179,Galliform aveparvovirus 1,"feces, abdominal cavity, liver, abdominal cavity",4
4180,Galliform aveparvovirus 1,liver,3
4181,Galliform aveparvovirus 1,"liver, abdominal cavity",18
4182,Galliform chaphamaparvovirus 10,"liver, abdominal cavity",4
4183,Galliform chaphamaparvovirus 11,"liver, abdominal cavity",4
4184,Galliform chaphamaparvovirus 12,"liver, abdominal cavity",4
4185,Galliform chaphamaparvovirus 13,"liver, abdominal cavity",4
4186,Galliform chaphamaparvovirus 14,"liver, abdominal cavity",2
4187,Galliform chaphamaparvovirus 15,"liver, abdominal cavity",3
4188,Galliform chaphamaparvovirus 16,"liver, abdominal cavity",5
4189,Galliform chaphamaparvovirus 17,"liver, abdominal cavity",3
4190,Galliform chaphamaparvovirus 2,feces,4
4191,Galliform chaphamaparvovirus 3,"liver, abdominal cavity",4
4192,Galliform chaphamaparvovirus 4,"liver, abdominal cavity",4
4193,Galliform chaphamaparvovirus 5,"liver, abdominal cavity",4
4194,Galliform chaphamaparvovirus 6,"liver, abdominal cavity",4
4195,Galliform chaphamaparvovirus 7,"liver, abdominal cavity",4
4196,Galliform chaphamaparvovirus 8,"liver, abdominal cavity",4
4197,Galliform chaphamaparvovirus 9,"liver, abdominal cavity",4
4198,Gallivirus A,feces,4
4199,Gallivirus A,"feces, abdominal cavity",1
4200,Gallivirus Pf-CHK1/GV,cloaca,2
4201,Gallivirus sp.,feces,2
4202,Galtonia mosaic virus,plant leaf,1
4203,Gamboa orthobunyavirus,blood,4
4204,Gammaarterivirus lacdeh,liver,9
4205,Gammacarmovirus sp.,feces,10
4206,Gammacoronavirus sp.,feces,10
4207,Gammacoronavirus sp.,lung,7
4208,Gammaherpesvirinae sp.,"feces, abdominal cavity",3
4209,Gammaherpesvirinae sp.,oronasopharynx,6
4210,Gammapapillomavirus 1,oronasopharynx,17
4211,Gammapapillomavirus 1,skin,10
4212,Gammapapillomavirus 10,lesion,7
4213,Gammapapillomavirus 10,lesion_tumor,14
4214,Gammapapillomavirus 10,skin,7
4215,Gammapapillomavirus 11,lesion_tumor,14
4216,Gammapapillomavirus 11,oronasopharynx,8
4217,Gammapapillomavirus 11,skin,18
4218,Gammapapillomavirus 12,feces,6
4219,Gammapapillomavirus 12,lesion_tumor,16
4220,Gammapapillomavirus 12,oronasopharynx,13
4221,Gammapapillomavirus 12,skin,68
4222,Gammapapillomavirus 13,lesion_tumor,21
4223,Gammapapillomavirus 13,skin,14
4224,Gammapapillomavirus 14,lesion_tumor,14
4225,Gammapapillomavirus 14,skin,7
4226,Gammapapillomavirus 15,skin,29
4227,Gammapapillomavirus 16,skin,7
4228,Gammapapillomavirus 18,skin,34
4229,Gammapapillomavirus 19,abdominal cavity,8
4230,Gammapapillomavirus 19,lesion,7
4231,Gammapapillomavirus 19,"skin, salvia, urine, blood",7
4232,Gammapapillomavirus 22,abdominal cavity,2
4233,Gammapapillomavirus 22,oronasopharynx,18
4234,Gammapapillomavirus 22,skin,76
4235,Gammapapillomavirus 23,lesion,14
4236,Gammapapillomavirus 23,skin,14
4237,Gammapapillomavirus 24,abdominal cavity,1
4238,Gammapapillomavirus 24,animal tissues,1
4239,Gammapapillomavirus 24,oronasopharynx,6
4240,Gammapapillomavirus 24,skin,42
4241,Gammapapillomavirus 24,swab,14
4242,Gammapapillomavirus 25,lesion_tumor,12
4243,Gammapapillomavirus 25,skin,7
4244,Gammapapillomavirus 3,oronasopharynx,5
4245,Gammapapillomavirus 5,skin,7
4246,Gammapapillomavirus 6,cervix,24
4247,Gammapapillomavirus 6,genitals,6
4248,Gammapapillomavirus 6,lesion,6
4249,Gammapapillomavirus 6,lesion_tumor,10
4250,Gammapapillomavirus 6,vagina,6
4251,Gammapapillomavirus 7,lesion_tumor,21
4252,Gammapapillomavirus 7,skin,44
4253,Gammapapillomavirus 8,skin,30
4254,Gammapapillomavirus 8,"skin, salvia, urine, blood",7
4255,Gammapapillomavirus 9,feces,14
4256,Gammapapillomavirus 9,lesion_tumor,14
4257,Gammapapillomavirus 9,skin,31
4258,Gammapapillomavirus sp.,skin,119
4259,Gammapolyomavirus avis,feces,9
4260,Gammapolyomavirus avis,tissue,36
4261,Gammatorquevirus sp.,blood,102
4262,Gannoruwa bat lyssavirus,brain,25
4263,Garlic common latent virus,plant leaf,14
4264,Garlic mite-borne filamentous virus,plant leaf,4
4265,Garlic virus A,plant leaf,28
4266,Garlic virus B,flower,6
4267,Garlic virus B,plant leaf,11
4268,Garlic virus C,plant leaf,31
4269,Garlic virus D,plant leaf,14
4270,Garlic virus E,plant leaf,20
4271,Garlic virus X,flower,12
4272,Garlic virus X,plant leaf,9
4273,Garrulus glandarius Genomoviridae sp.,feces,2
4274,Garrulus glandarius associated circular virus 1,feces,6
4275,Garrulus glandarius parvoviridae sp.,feces,2
4276,Gaviid herpesvirus 1,lung,1
4277,Gbagroube virus,blood,9
4278,Gemycircularvirus CN-GZ1,oronasopharynx,2
4279,Gemycircularvirus HV-GcV1,heart,8
4280,Gemycircularvirus alces1,feces,2
4281,Gemycircularvirus alces2,feces,2
4282,Gemycircularvirus aspar1,plant leaf,2
4283,Gemycircularvirus blabi1,feces,6
4284,Gemycircularvirus bovas1,feces,6
4285,Gemycircularvirus chicas1,feces,12
4286,Gemycircularvirus chicas2,feces,6
4287,Gemycircularvirus chickad1,feces,4
4288,Gemycircularvirus dichism1,plant leaf,2
4289,Gemycircularvirus equas1,feces,6
4290,Gemycircularvirus furse1,feces,7
4291,Gemycircularvirus geras1,feces,4
4292,Gemycircularvirus geras2,feces,4
4293,Gemycircularvirus geras3,feces,4
4294,Gemycircularvirus gopha1,feces,2
4295,Gemycircularvirus gopha2,feces,2
4296,Gemycircularvirus haeme1,feces,16
4297,Gemycircularvirus hydro1,feces,2
4298,Gemycircularvirus lamas1,feces,9
4299,Gemycircularvirus lebec1,plant leaf,2
4300,Gemycircularvirus legle1,plant leaf,8
4301,Gemycircularvirus lepa2,feces,2
4302,Gemycircularvirus lepam1,feces,2
4303,Gemycircularvirus lepam2,feces,2
4304,Gemycircularvirus lepam3,feces,2
4305,Gemycircularvirus lynca1,feces,4
4306,Gemycircularvirus lynca2,feces,2
4307,Gemycircularvirus lynca3,feces,2
4308,Gemycircularvirus lynca4,feces,4
4309,Gemycircularvirus malas1,feces,4
4310,Gemycircularvirus mocha1,plant leaf,2
4311,Gemycircularvirus opunt1,plant tissue,2
4312,Gemycircularvirus porci1,feces,6
4313,Gemycircularvirus porci2,feces,4
4314,Gemycircularvirus ptero1,feces,3
4315,Gemycircularvirus ptero10,feces,6
4316,Gemycircularvirus ptero2,feces,9
4317,Gemycircularvirus ptero3,feces,6
4318,Gemycircularvirus ptero4,feces,6
4319,Gemycircularvirus ptero5,feces,6
4320,Gemycircularvirus ptero6,feces,3
4321,Gemycircularvirus ptero7,feces,6
4322,Gemycircularvirus ptero8,feces,6
4323,Gemycircularvirus ptero9,feces,6
4324,Gemycircularvirus ratas1,blood,6
4325,Gemycircularvirus rebac1,feces,3
4326,Gemycircularvirus sarpe1,plant leaf,2
4327,Gemycircularvirus sheas1,feces,9
4328,Gemycircularvirus solas1,plant leaf,2
4329,Gemycircularvirus sp.,feces,12
4330,Gemycircularvirus sp.,oronasopharynx,2
4331,Gemycircularvirus trilo1,plant leaf,4
4332,Gemycircularvirus willde1,plant leaf,4
4333,Gemyduguivirus hydro1,feces,2
4334,Gemyduguivirus hydro2,feces,2
4335,Gemyduguivirus hydro3,feces,2
4336,Gemyduguivirus macra1,plant leaf,2
4337,Gemyduguivirus merre1,plant leaf,16
4338,Gemygorvirus cania1,feces,6
4339,Gemygorvirus hydro1,feces,2
4340,Gemygorvirus malas1,feces,8
4341,Gemygorvirus opunt1,plant tissue,2
4342,Gemygorvirus ptero1,feces,9
4343,Gemygorvirus sewopo1,cervix,6
4344,Gemygorvirus stara1,feces,4
4345,Gemykibivirus blabi1,feces,2
4346,Gemykibivirus blaro1,feces,4
4347,Gemykibivirus bovas1,blood,6
4348,Gemykibivirus cowchi1,blood,7
4349,Gemykibivirus cynas1,plant leaf,4
4350,Gemykibivirus galga1,lung,2
4351,Gemykibivirus galga2,lung,2
4352,Gemykibivirus galga3,lung,2
4353,Gemykibivirus haeme2,feces,15
4354,Gemykibivirus haeme3,feces,22
4355,Gemykibivirus haeme4,feces,12
4356,Gemykibivirus humas1,blood,9
4357,Gemykibivirus humas1,cervix,3
4358,Gemykibivirus humas2,blood,2
4359,Gemykibivirus humas2,brain,8
4360,Gemykibivirus humas2,cervix,3
4361,Gemykibivirus humas2,feces,4
4362,Gemykibivirus humas3,blood,2
4363,Gemykibivirus humas4,cerebrospinal fluid,6
4364,Gemykibivirus humas5,heart,6
4365,Gemykibivirus hydro1,feces,2
4366,Gemykibivirus hydro2,feces,4
4367,Gemykibivirus hydro3,feces,2
4368,Gemykibivirus planta1,plant leaf,18
4369,Gemykibivirus planta2,plant tissue,2
4370,Gemykibivirus ptero1,feces,6
4371,Gemykibivirus sewopo1,feces,6
4372,Gemykolovirus gopha1,feces,2
4373,Gemykolovirus gopha2,feces,2
4374,Gemykolovirus heris1,plant leaf,4
4375,Gemykolovirus lepam1,feces,2
4376,Gemykolovirus poaspe1,plant leaf,28
4377,Gemykolovirus ptero1,feces,9
4378,Gemykolovirus ptero2,feces,6
4379,Gemykrogvirus bovas1,blood,3
4380,Gemykrogvirus galga2,feces,6
4381,Gemykrogvirus galga4,lung,2
4382,Gemykrogvirus galga5,lung,2
4383,Gemykrogvirus sp.,animal tissues,2
4384,Gemykroznavirus hydro1,feces,2
4385,Gemykroznavirus poaspe1,plant leaf,4
4386,Gemykroznavirus rabas1,feces,4
4387,Gemykroznavirus solas1,plant leaf,8
4388,Gemytondvirus ostri1,feces,4
4389,Gemyvongvirus humas1,blood,6
4390,Genet fecal picobirnavirus,feces,1
4391,Genomoviridae sp.,animal tissues,5
4392,Genomoviridae sp.,feces,23
4393,Gentian Kobu-sho-associated virus,plant root,2
4394,Gerbil astrovirus,lung,6
4395,Gerbil hepacivirus,"kidney, abdominal cavity",3
4396,Gerbil hepacivirus,"liver, abdominal cavity",4
4397,Gerbil hepacivirus,lung,3
4398,Gerbil hepacivirus,"spleen, abdominal cavity",1
4399,Gerbil paramyxovirus,"kidney, abdominal cavity",18
4400,Getah virus,blood,11
4401,Getah virus,heart,4
4402,Getah virus,lung,2
4403,Getah virus,tonsil,4
4404,Ghabrivirales sp.,feces,1
4405,Ghunavirus PSA2,muscle,48
4406,Giant panda Dicistroviridae,feces,4
4407,Giant panda Gemycircularvirus,feces,2
4408,Giant panda Genomoviridae,feces,10
4409,Giant panda Iflaviridae,feces,1
4410,Giant panda Iflavirus,feces,1
4411,Giant panda Picornavirales,feces,2
4412,Giant panda Riboviria,feces,1
4413,Giant panda anellovirus,blood,127
4414,Giant panda associated circular DNA virus,blood,2
4415,Giant panda associated gemycircularvirus,feces,45
4416,Giant panda associated gemycircularvirus,oronasopharynx,9
4417,Giant panda associated genomovirus,oronasopharynx,2
4418,Giant panda associated partiti-like virus,feces,3
4419,Giant panda circovirus 1,feces,4
4420,Giant panda circovirus 2,feces,6
4421,Giant panda circovirus 3,feces,8
4422,Giant panda circovirus 4,feces,4
4423,Giant panda circovirus 5,feces,2
4424,Giant panda circovirus 6,blood,2
4425,Giant panda feces-associated circular DNA virus,feces,4
4426,Giant panda feces-associated gemycircularvirus,feces,26
4427,Giant panda feces-associated genomovirus,feces,2
4428,Giardia-associated CRESS DNA virus 1,feces,8
4429,Giardia-associated CRESS DNA virus 2,feces,4
4430,Giardia-associated CRESS DNA virus 3,feces,4
4431,Giardia-associated CRESS DNA virus 4,feces,2
4432,Gibbon ape leukemia virus,lung,3
4433,Giessen reptarenavirus,blood,2
4434,Giessen reptarenavirus,brain,4
4435,Gifu virus,feces,2
4436,Gila monster-associated gemycircularvirus,feces,3
4437,Ginger chlorotic fleck-associated tombusvirus,plant leaf,6
4438,Ginger chlorotic fleck-associated virus,plant leaf,5
4439,Glis glis polyomavirus 1,"spleen, abdominal cavity",12
4440,Gloriosa stripe mosaic virus,plant leaf,8
4441,Gloriosa stripe mosaic virus,plant stem,4
4442,Goat enterovirus,feces,21
4443,Goatpox virus,fetus,1
4444,Goatpox virus,lesion,22
4445,Goatpox virus,lung,3
4446,Goatpox virus,"skin, lesion",2
4447,Goatpox virus,"spleen, abdominal cavity",2
4448,Gokushovirinae sp.,feces,19
4449,Gokushovirinae sp. SC_3_H2_2017,feces,2
4450,Gokushovirinae sp. SC_5_H2H4_2017,feces,2
4451,Gokushovirus NL-1994,feces,5
4452,Gokushovirus WZ-2015a,feces,384
4453,Golden shiner toti-like virus 1,"kidney, spleen",3
4454,Golden shiner totivirus,"kidney, spleen",4
4455,Gomphocarpus mosaic virus,plant leaf,1
4456,Goose astrovirus,"abdominal cavity, liver",3
4457,Goose astrovirus,"kidney, abdominal cavity",55
4458,Goose astrovirus,"kidney, abdominal cavity, liver, abdominal cavity, spleen, abdominal cavity",6
4459,Goose astrovirus,"liver, abdominal cavity",87
4460,Goose astrovirus,"liver, abdominal cavity, kidney",12
4461,Goose astrovirus,"liver, spleen",3
4462,Goose astrovirus,"liver, spleen, kidney",3
4463,Goose astrovirus 1,embryo,6
4464,Goose astrovirus 1,"liver, spleen, kidney",15
4465,Goose astrovirus 2,"kidney, abdominal cavity",3
4466,Goose astrovirus 2,"liver, spleen",3
4467,Goose calicivirus,feces,4
4468,Goose circovirus,abdominal cavity,3
4469,Goose circovirus,cloaca,2
4470,Goose circovirus,feces,6
4471,Goose circovirus,"feces, abdominal cavity",1
4472,Goose circovirus,heart,2
4473,Goose circovirus,kidney,1
4474,Goose circovirus,"kidney, abdominal cavity",1
4475,Goose circovirus,"liver, abdominal cavity",9
4476,Goose dicistrovirus,feces,4
4477,Goose picornavirus 1,cloaca,2
4478,Gopherus associated circular DNA virus 1,feces,4
4479,Gopherus associated circular DNA virus 2,feces,4
4480,Gopherus associated circular DNA virus 3,feces,2
4481,Gopherus associated circular DNA virus 4,feces,2
4482,Gopherus associated circular DNA virus 5,feces,2
4483,Gopherus associated circular DNA virus 6,feces,2
4484,Gopherus associated circular DNA virus 7,feces,2
4485,Gopherus associated circular DNA virus 8,feces,2
4486,Gopherus associated circular DNA virus 9,feces,2
4487,Gordonia virus Suzy,flower,192
4488,Gorilla associated porprismacovirus 1,feces,4
4489,Gorilla beringei beringei polyomavirus,feces,1
4490,Gorilla beringei graueri polyomavirus,feces,8
4491,Gorilla gorilla adenovirus B23,feces,1
4492,Gorilla gorilla gorilla polyomavirus,feces,2
4493,Gorilla gorilla lymphocryptovirus 1,blood,2
4494,Gorilla gorilla lymphocryptovirus 2,blood,2
4495,Gorilla polyomavirus,blood,2
4496,Gorilla polyomavirus 1,feces,2
4497,Gorilla polyomavirus 1,heart,1
4498,Gorilla polyomavirus 1,oronasopharynx,1
4499,Gorilla polyomavirus 2,oronasopharynx,1
4500,Gorilla polyomavirus 2,vagina,1
4501,Gossypium darwinii symptomless alphasatellite,plant leaf,59
4502,Gossypium darwinii symptomless alphasatellite,pooled insects,1
4503,Gossypium davidsonii symptomless alphasatellite,plant leaf,3
4504,Gossypium mustelinum symptomless alphasatellite,plant leaf,2
4505,Gossypium punctatum mild leaf curl virus,plant leaf,4
4506,Gouldian finch adenovirus 1,feces,1
4507,Gouldian finch adenovirus 1,"kidney, abdominal cavity",1
4508,Gouldian finch adenovirus 1,"liver, abdominal cavity",4
4509,Gouldian finch circovirus,feather,1
4510,Gouleako goukovirus,"feces, abdominal cavity",1
4511,Gouleako goukovirus,lung,1
4512,Grammomys betaherpesvirus,"lung, liver, abdominal cavity, kidney",1
4513,Grampus griseus alphaherpesvirus,brain,1
4514,Grapevine Anatolian ringspot virus,plant stem,2
4515,Grapevine Bulgarian latent virus,phloem,12
4516,Grapevine Kizil Sapak virus,phloem,25
4517,Grapevine Kizil Sapak virus,plant stem,1
4518,Grapevine Pinot gris virus,phloem,10
4519,Grapevine Pinot gris virus,plant leaf,136
4520,Grapevine Pinot gris virus,plant stem,5
4521,Grapevine Red Globe virus,plant leaf,1
4522,Grapevine Red Globe virus,plant stem,2
4523,Grapevine Roditis leaf discoloration-associated virus,plant leaf,12
4524,Grapevine Syrah virus 1,plant leaf,4
4525,Grapevine associated Alphaflexiviridae-1,plant stem,1
4526,Grapevine associated Gammaflexiviridae-1,plant stem,1
4527,Grapevine associated Partitivirus-2,plant stem,1
4528,Grapevine associated hypovirus-1,plant stem,2
4529,Grapevine associated tymo-like virus,plant leaf,4
4530,Grapevine badna FI virus,plant leaf,28
4531,Grapevine berry inner necrosis virus,plant leaf,3
4532,Grapevine chrome mosaic virus,plant stem,3
4533,Grapevine deformation virus,plant leaf,1
4534,Grapevine fanleaf virus,flower,9
4535,Grapevine fanleaf virus,plant leaf,230
4536,Grapevine fanleaf virus,plant stem,31
4537,Grapevine fanleaf virus satellite RNA,flower,6
4538,Grapevine fanleaf virus satellite RNA,plant leaf,146
4539,Grapevine fanleaf virus satellite RNA,plant stem,11
4540,Grapevine fleck virus,plant leaf,2
4541,Grapevine fleck virus,plant stem,1
4542,Grapevine leafroll-associated virus 1,phloem,11
4543,Grapevine leafroll-associated virus 1,plant leaf,51
4544,Grapevine leafroll-associated virus 1,plant stem,1
4545,Grapevine leafroll-associated virus 11,plant stem,4
4546,Grapevine leafroll-associated virus 2,phloem,2
4547,Grapevine leafroll-associated virus 2,plant leaf,68
4548,Grapevine leafroll-associated virus 2,vascular cambium,9
4549,Grapevine leafroll-associated virus 3,plant leaf,33
4550,Grapevine leafroll-associated virus 5,plant leaf,14
