,Taxonomy,Isolation_Source,Count
2058,Potyvirus,"tissue, plant leaf",3
2059,Pradovirus,plant leaf,212
2060,Pregotovirus,lung,18
2061,Proboscivirus,blood,154
2062,Proboscivirus,feces,1
2063,Proboscivirus,heart,460
2064,Proboscivirus,liver,143
2065,Proboscivirus,"liver, abdominal cavity",101
2066,Proboscivirus,lung,2
2067,Proboscivirus,lymph,1
2068,Proboscivirus,oronasopharynx,244
2069,Proboscivirus,tissue,11
2070,Proboscivirus,tongue,113
2071,Protoambidensovirus,feces,4
2072,Protoparvovirus,abdominal cavity,113
2073,Protoparvovirus,animal tissues,12
2074,Protoparvovirus,blood,188
2075,Protoparvovirus,brain,49
2076,Protoparvovirus,eye,5
2077,Protoparvovirus,feces,3976
2078,Protoparvovirus,"feces, abdominal cavity",263
2079,Protoparvovirus,fetus,14
2080,Protoparvovirus,heart,6
2081,Protoparvovirus,"kidney, abdominal cavity",4
2082,Protoparvovirus,"liver, abdominal cavity",8
2083,Protoparvovirus,lung,99
2084,Protoparvovirus,"lung, fetus",2
2085,Protoparvovirus,"lung, tonsil, heart",1
2086,Protoparvovirus,lymph,37
2087,Protoparvovirus,oronasopharynx,19
2088,Protoparvovirus,"saliva, oronasopharynx",1
2089,Protoparvovirus,salivary gland,1
2090,Protoparvovirus,skin,21
2091,Protoparvovirus,sperm,3
2092,Protoparvovirus,"spleen, abdominal cavity",366
2093,Protoparvovirus,swab,30
2094,Protoparvovirus,testicle,6
2095,Protoparvovirus,tissue,28
2096,Protoparvovirus,tongue,5
2097,Protoparvovirus,tonsil,61
2098,Przondovirus,feces,46
2099,Psipapillomavirus,feces,24
2100,Psipapillomavirus,lesion_tumor,14
2101,Psipapillomavirus,oronasopharynx,2
2102,Pteridovirus,plant leaf,4
2103,Pteropopoxvirus,skin,286
2104,Quaranjavirus,pooled ticks,6
2105,Quwivirus,oronasopharynx,220
2106,Rabovirus,feces,6
2107,Rabovirus,"feces, abdominal cavity",2
2108,Ranavirus,blood,5
2109,Ranavirus,brain,200
2110,Ranavirus,"kidney, abdominal cavity",88
2111,Ranavirus,"kidney, abdominal cavity, lung",5
2112,Ranavirus,larva,3
2113,Ranavirus,liver,1
2114,Ranavirus,"liver, abdominal cavity",75
2115,Ranavirus,"liver, abdominal cavity, kidney",1
2116,Ranavirus,"liver, abdominal cavity, spleen, abdominal cavity",1
2117,Ranavirus,"liver, abdominal cavity, spleen, abdominal cavity, kidney, abdominal cavity",1
2118,Ranavirus,lung,9
2119,Ranavirus,skin,27
2120,Ranavirus,tongue,76
2121,Recovirus,feces,6
2122,Reptarenavirus,abdominal cavity,30
2123,Reptarenavirus,blood,176
2124,Reptarenavirus,brain,40
2125,Reptarenavirus,"kidney, abdominal cavity",16
2126,Reptarenavirus,"liver, abdominal cavity",193
2127,Respirovirus,blood,10
2128,Respirovirus,feces,1
2129,Respirovirus,lung,41
2130,Respirovirus,"lung, oronasopharynx",148
2131,Respirovirus,oronasopharynx,2158
2132,Respirovirus,swab,11
2133,Respirovirus,vagina,2
2134,Rhadinovirus,abdominal cavity,1
2135,Rhadinovirus,animal tissues,14
2136,Rhadinovirus,blood,1676
2137,Rhadinovirus,brain,8
2138,Rhadinovirus,lesion,145
2139,Rhadinovirus,lesion_tumor,245
2140,Rhadinovirus,lung,161
2141,Rhadinovirus,lymph,8
2142,Rhadinovirus,oronasopharynx,993
2143,Rhadinovirus,placenta,70
2144,Rhadinovirus,"saliva, oronasopharynx",22
2145,Rhadinovirus,skin,70
2146,Rhadinovirus,"skin, lesion",2
2147,Rhadinovirus,sperm,7
2148,Rhadinovirus,spinal cord,4
2149,Rhadinovirus,"spleen, abdominal cavity",54
2150,Rhadinovirus,tissue,30
2151,Rhadinovirus,urine,29
2152,Rhadinovirus,vagina,46
2153,Rhopapillomavirus,lesion_tumor,26
2154,Rhopapillomavirus,skin,14
2155,Robigovirus,plant leaf,64
2156,Rocahepevirus,blood,3
2157,Rocahepevirus,"feces, abdominal cavity",3
2158,Rocahepevirus,liver,4
2159,Rocahepevirus,"liver, abdominal cavity",19
2160,Rocahepevirus,"spleen, abdominal cavity",3
2161,Rogunavirus,feces,428
2162,Rosavirus,feces,19
2163,Rosavirus,"spleen, abdominal cavity",1
2164,Rosebushvirus,flower,92
2165,Rosemountvirus,feces,68
2166,Rosenblumvirus,oronasopharynx,21
2167,Roseolovirus,abdominal cavity,2
2168,Roseolovirus,blood,256
2169,Roseolovirus,"kidney, abdominal cavity",1
2170,Roseolovirus,"liver, abdominal cavity",1
2171,Roseolovirus,lung,2
2172,Roseolovirus,lymph,1
2173,Roseolovirus,oronasopharynx,4
2174,Roseolovirus,"spleen, abdominal cavity",5
2175,Rotavirus,abdominal cavity,62
2176,Rotavirus,"abdominal cavity, feces",17
2177,Rotavirus,animal tissues,6
2178,Rotavirus,blood,13
2179,Rotavirus,cecum,3
2180,Rotavirus,cerebrospinal fluid,2
2181,Rotavirus,cloaca,1
2182,Rotavirus,feces,58168
2183,Rotavirus,"feces, abdominal cavity",733
2184,Rotavirus,food,2
2185,Rotavirus,liver,1
2186,Rotavirus,"liver, abdominal cavity",31
2187,Rotavirus,lung,1
2188,Rotavirus,lymph,6
2189,Rotavirus,"saliva, oronasopharynx",1
2190,Rotavirus,vomit,4
2191,Rubivirus,amniotic fluid,41
2192,Rubivirus,blood,199
2193,Rubivirus,bone,1
2194,Rubivirus,brain,88
2195,Rubivirus,cerebrospinal fluid,5
2196,Rubivirus,"liver, abdominal cavity",1
2197,Rubivirus,oronasopharynx,460
2198,Rubivirus,"oronasopharynx, fetus",1
2199,Rubivirus,placenta,1
2200,Rubivirus,skin,28
2201,Rubivirus,urine,154
2202,Rubodvirus,plant leaf,38
2203,Rubulavirus,feces,8
2204,Rubulavirus,"spleen, abdominal cavity",2
2205,Sadwavirus,plant leaf,8
2206,Sakobuvirus,feces,9
2207,Salisharnavirus,feces,4
2208,Salivirus,feces,198
2209,Salivirus,oronasopharynx,1
2210,Salmonivirus,"kidney, abdominal cavity",1
2211,Salmonpoxvirus,gill,420
2212,Sapelovirus,abdominal cavity,4
2213,Sapelovirus,feces,344
2214,Sapelovirus,lung,6
2215,Sapelovirus,oronasopharynx,4
2216,Sapelovirus,"saliva, oronasopharynx",1
2217,Sapelovirus,spinal cord,1
2218,Saphexavirus,feces,93
2219,Saphexavirus,urogenital secretion,176
2220,Sapovirus,feces,3249
2221,Sapovirus,"feces, abdominal cavity",3
2222,Sapovirus,oronasopharynx,6
2223,Schmidvirus,animal tissues,105
2224,Scutavirus,abdominal cavity,220
2225,Scutavirus,lesion_tumor,38
2226,Scutavirus,oronasopharynx,297
2227,Scutavirus,"saliva, oronasopharynx",1
2228,Seadornavirus,blood,45
2229,Seadornavirus,feces,13
2230,Seadornavirus,"feces, abdominal cavity",11
2231,Seadornavirus,pooled insects,1
2232,Senecavirus,abdominal cavity,3
2233,Senecavirus,animal tissues,2
2234,Senecavirus,brain,1
2235,Senecavirus,coronary band,4
2236,Senecavirus,feces,1
2237,Senecavirus,heart,1
2238,Senecavirus,"kidney, abdominal cavity",1
2239,Senecavirus,lesion,10
2240,Senecavirus,lung,3
2241,Senecavirus,oronasopharynx,1
2242,Senecavirus,oronasopharynx and coronary band,2
2243,Senecavirus,"spleen, abdominal cavity",1
2244,Senecavirus,swab,5
2245,Senecavirus,tongue,1
2246,Senecavirus,"tonsil, lymph, spleen, abdominal cavity",1
2247,Senquatrovirus,feces,188
2248,Seuratvirus,feces,182
2249,Sextaecvirus,oronasopharynx,284
2250,Shanbavirus,feces,34
2251,Sherbrookevirus,feces,102
2252,Siadenovirus,feces,2
2253,Siadenovirus,"kidney, abdominal cavity",103
2254,Siadenovirus,"liver, abdominal cavity",30
2255,Siadenovirus,"liver, abdominal cavity, kidney, spleen, abdominal cavity",25
2256,Siadenovirus,"spleen, abdominal cavity",49
2257,Sicinivirus,cloaca,1
2258,Sicinivirus,feces,81
2259,Sigmapapillomavirus,lesion_tumor,14
2260,Sigmavirus,pooled insects,3
2261,Simiispumavirus,blood,30
2262,Simiispumavirus,oronasopharynx,10
2263,Simplexvirus,abdominal cavity,3
2264,Simplexvirus,animal tissues,4
2265,Simplexvirus,blood,39
2266,Simplexvirus,brain,1
2267,Simplexvirus,cerebrospinal fluid,88
2268,Simplexvirus,cervix,4
2269,Simplexvirus,eye,2
2270,Simplexvirus,feces,2
2271,Simplexvirus,genitals,32
2272,Simplexvirus,legs,2
2273,Simplexvirus,lesion,4
2274,Simplexvirus,oronasopharynx,502
2275,Simplexvirus,"saliva, oronasopharynx",16
2276,Simplexvirus,"spleen, abdominal cavity",140
2277,Sinsheimervirus,insect gut,11
2278,Sobemovirus,feces,31
2279,Sobemovirus,"liver, abdominal cavity",1
2280,Sobemovirus,plant leaf,100
2281,Sogarnavirus,gill,4
2282,Solendovirus,plant leaf,1
2283,Sophoyesatellite,plant leaf,7
2284,Sopolycivirus,gill,7
2285,Sopolycivirus,larva,6
2286,Soymovirus,plant leaf,7
2287,Sprivivirus,"kidney, spleen, abdominal cavity",1
2288,Sprivivirus,"liver, spleen",5
2289,Spumavirus,blood,284
2290,Spumavirus,feces,340
2291,Spumavirus,heart,1
2292,Spumavirus,"kidney, abdominal cavity",5
2293,Spumavirus,lung,2
2294,Spumavirus,lymph,3
2295,Spumavirus,oronasopharynx,5
2296,Spumavirus,"oronasopharynx, feces",14
2297,Spumavirus,"saliva, oronasopharynx",115
2298,Spumavirus,"spleen, abdominal cavity",20
2299,Sripuvirus,pooled insects,10
2300,Streptococcus,oronasopharynx,1
2301,Subclovsatellite,plant leaf,4
2302,Suipoxvirus,"ear, skin",1
2303,Suipoxvirus,lesion,8
2304,Suipoxvirus,"skin, lesion",1
2305,Sunrhavirus,blood,6
2306,Taupapillomavirus,animal tissues,16
2307,Taupapillomavirus,feces,47
2308,Taupapillomavirus,lesion_tumor,24
2309,Taupapillomavirus,oronasopharynx,49
2310,Taupapillomavirus,"saliva, oronasopharynx",9
2311,Tautorquevirus,blood,3
2312,Teetrevirus,feces,92
2313,Tegunavirus,feces,524
2314,Tenuivirus,plant leaf,306
2315,Tepovirus,plant leaf,6
2316,Tequatrovirus,feces,281
2317,Tequatrovirus,muscle,538
2318,Tequintavirus,feces,426
2319,Tequintavirus,"feces, abdominal cavity",326
2320,Terapinvirus,flower,192
2321,Teschovirus,abdominal cavity,11
2322,Teschovirus,feces,62
2323,Teschovirus,fetus,1
2324,Teschovirus,"saliva, oronasopharynx",1
2325,Teschovirus,spinal cord,2
2326,Teschovirus,tonsil,2
2327,Tetraparvovirus,blood,202
2328,Tetraparvovirus,bone,1
2329,Tetraparvovirus,cerebrospinal fluid,21
2330,Tetraparvovirus,feces,18
2331,Tetraparvovirus,"kidney, abdominal cavity",1
2332,Tetraparvovirus,liver,15
2333,Tetraparvovirus,"liver, abdominal cavity",10
2334,Tetraparvovirus,lung,17
2335,Tetraparvovirus,lymph,29
2336,Tetraparvovirus,"lymph, spleen, lung",4
2337,Tetraparvovirus,oronasopharynx,21
2338,Tetraparvovirus,"spleen, abdominal cavity",16
2339,Tetraparvovirus,"spleen, abdominal cavity, liver, abdominal cavity",12
2340,Tetraparvovirus,tissue,30
2341,Tetraparvovirus,tonsil,41
2342,Tettorquevirus,blood,3
2343,Thetapapillomavirus,lesion_tumor,12
2344,Thetatorquevirus,blood,3
2345,Thetatorquevirus,feces,37
2346,Thogotovirus,blood,6
2347,Thottimvirus,lung,140
2348,Thottimvirus,oronasopharynx,3
2349,Tibrovirus,blood,47
2350,Tibrovirus,brain,16
2351,Tilapinevirus,brain,6
2352,Tilapinevirus,"brain, liver, abdominal cavity",1
2353,Tilapinevirus,eye,2
2354,Tilapinevirus,"feces, abdominal cavity",1
2355,Tilapinevirus,gill,1
2356,Tilapinevirus,"kidney, abdominal cavity",5
2357,Tilapinevirus,liver,7
2358,Tilapinevirus,"liver, abdominal cavity",6
2359,Tilapinevirus,"spleen, abdominal cavity",1
2360,Tobamovirus,feces,84
2361,Tobamovirus,fruit,39
2362,Tobamovirus,plant leaf,696
2363,Tobamovirus,plant root,12
2364,Tobamovirus,plant seed,41
2365,Tobamovirus,plant tissue,190
2366,Tobravirus,plant leaf,5
2367,Tobravirus,plant root,8
2368,Tobravirus,plant tissue,19
2369,Tombusvirus,feces,16
2370,Tombusvirus,plant leaf,44
2371,Torbevirus,lung,114
2372,Torbevirus,oronasopharynx,18
2373,Torbevirus,"saliva, oronasopharynx",54
2374,Torovirus,feces,217
2375,Torradovirus,plant leaf,12
2376,Totivirus,feces,8
2377,Totivirus,gill,4
2378,Totivirus,pooled insects,1
2379,Tottorivirus,feces,3
2380,Treisdeltapapillomavirus,oronasopharynx,12
2381,Treisepsilonpapillomavirus,feces,14
2382,Treisetapapillomavirus,hair follicle,13
2383,Treisthetapapillomavirus,hair follicle,12
2384,Tremovirus,abdominal cavity,4
2385,Tremovirus,brain,13
2386,Tremovirus,"brain, liver, abdominal cavity, feces, abdominal cavity",1
2387,Tremovirus,bursa,2
2388,Tremovirus,cloaca,1
2389,Tremovirus,"feces, abdominal cavity",6
2390,Tremovirus,"kidney, abdominal cavity",2
2391,Tremovirus,"liver, abdominal cavity",3
2392,Tremovirus,lung,2
2393,Triatovirus,abdominal cavity,1
2394,Triatovirus,feces,6
2395,Triatovirus,sperm,3
2396,Triavirus,blood,128
2397,Triavirus,"lung, oronasopharynx",65
2398,Trichomonasvirus,cervix,14
2399,Trichomonasvirus,urine,9
2400,Trichovirus,phloem,10
2401,Trichovirus,plant leaf,194
2402,Trichovirus,plant stem,5
2403,Tritimovirus,plant seed,3
2404,Tsarbombavirus,feces,239
2405,Tunavirus,feces,156
2406,Tungrovirus,plant leaf,8
2407,Turncurtovirus,plant leaf,60
2408,Tymovirus,plant leaf,18
2409,Uetakevirus,feces,196
2410,Umbravirus,plant leaf,47
2411,Umbravirus,plant stem,2
2412,Upsilonpapillomavirus,"lesion, oronasopharynx",12
2413,Upsilonpapillomavirus,penis,27
2414,Upsilonpapillomavirus,skin,14
2415,Uukuvirus,blood,9
2416,Uukuvirus,oronasopharynx,1
2417,Uukuvirus,pooled ticks,8
2418,Uukuvirus,"spleen, abdominal cavity",9
2419,Varicellovirus,abdominal cavity,4
2420,Varicellovirus,blood,495
2421,Varicellovirus,brain,647
2422,Varicellovirus,"brain, spleen, abdominal cavity, kidney, lymph",3
2423,Varicellovirus,cerebrospinal fluid,5
2424,Varicellovirus,embryo,1
2425,Varicellovirus,eye,1069
2426,Varicellovirus,feces,1
2427,Varicellovirus,fetus,205
2428,Varicellovirus,genitals,3
2429,Varicellovirus,heart,1
2430,Varicellovirus,"heart, kidney, abdominal cavity, liver, abdominal cavity",1
2431,Varicellovirus,"heart, kidney, abdominal cavity, liver, abdominal cavity, spleen, abdominal cavity",1
2432,Varicellovirus,kidney,162
2433,Varicellovirus,"kidney, abdominal cavity",6
2434,Varicellovirus,lesion,112
2435,Varicellovirus,"liver, abdominal cavity",83
2436,Varicellovirus,"liver, abdominal cavity, lymph",6
2437,Varicellovirus,"liver, abdominal cavity, spleen, abdominal cavity",6
2438,Varicellovirus,lung,390
2439,Varicellovirus,"lung, liver, abdominal cavity",2
2440,Varicellovirus,"lung, liver, abdominal cavity, fetus",1
2441,Varicellovirus,"lung, lymph, spleen, abdominal cavity, kidney, abdominal cavity",2
2442,Varicellovirus,lymph,80
2443,Varicellovirus,oronasopharynx,1277
2444,Varicellovirus,placenta,79
2445,Varicellovirus,prepuce,140
2446,Varicellovirus,skin,1
2447,Varicellovirus,"skin, lesion",8
2448,Varicellovirus,smegma,70
2449,Varicellovirus,sperm,84
2450,Varicellovirus,"sperm, oronasopharynx",3
2451,Varicellovirus,"spleen, abdominal cavity",8
2452,Varicellovirus,swab,30
2453,Varicellovirus,tissue,2
2454,Varicellovirus,tonsil,8
2455,Varicellovirus,urine,2
2456,Varicellovirus,vagina,97
2457,Varicosavirus,plant leaf,22
2458,Varicosavirus,plant seed,13
2459,Vectrevirus,feces,104
2460,Velarivirus,plant leaf,91
2461,Velarivirus,plant stem,1
2462,Vequintavirus,feces,635
2463,Vequintavirus,muscle,217
2464,Vesiculovirus,blood,79
2465,Vesiculovirus,brain,11
2466,Vesiculovirus,cerebrospinal fluid,1
2467,Vesiculovirus,epithelium,11
2468,Vesiculovirus,kidney,5
2469,Vesiculovirus,lesion,1
2470,Vesiculovirus,oronasopharynx,189
2471,Vesiculovirus,pooled mites,10
2472,Vesiculovirus,"saliva, oronasopharynx",5
2473,Vesiculovirus,"spleen, abdominal cavity",5
2474,Vesiculovirus,swab,5
2475,Vesiculovirus,tissue,15
2476,Vesivirus,blood,19
2477,Vesivirus,brain,4
2478,Vesivirus,cell,3
2479,Vesivirus,eye,32
2480,Vesivirus,feces,52
2481,Vesivirus,"feces, abdominal cavity",9
2482,Vesivirus,"liver, abdominal cavity",3
2483,Vesivirus,lung,6
2484,Vesivirus,oronasopharynx,319
2485,Vesivirus,pooled organs,3
2486,Vesivirus,"saliva, oronasopharynx",3
2487,Vesivirus,"spleen, abdominal cavity",3
2488,Vesivirus,swab,26
2489,Vespertilionpoxvirus,joint,382
2490,Vespertilionpoxvirus,"liver, abdominal cavity, lung",191
2491,Veterinaerplatzvirus,blood,326
2492,Veterinaerplatzvirus,"lung, oronasopharynx",591
2493,Veterinaerplatzvirus,urine,1383
2494,Vibrio,feces,2
2495,Victorivirus,flower,14
2496,Victorivirus,mycelium,2
2497,Victorivirus,plant stem,4
2498,Virtovirus,plant stem,2
2499,Vitivirus,phloem,5
2500,Vitivirus,plant leaf,1475
2501,Vitivirus,plant stem,56
2502,Waikavirus,plant leaf,2
2503,Wamavirus,plant leaf,8
2504,Wawtorquevirus,blood,12
2505,Wawtorquevirus,"liver, abdominal cavity",14
2506,Wawtorquevirus,lung,1
2507,Wawtorquevirus,oronasopharynx,12
2508,Webervirus,feces,225
2509,Whiflysatellite,pooled insects,2
2510,Whispovirus,abdominal cavity,456
2511,Whispovirus,gill,7
2512,Whispovirus,muscle,176
2513,Whispovirus,pleopod,2
2514,Wongtaivirus,feces,126
2515,Xipapillomavirus,eye,14
2516,Xipapillomavirus,hair follicle,12
2517,Xipapillomavirus,lesion_tumor,58
2518,Xipapillomavirus,skin,1
2519,Xipapillomavirus,tongue,7
2520,Xitorquevirus,animal tissues,6
2521,Xitorquevirus,blood,3
2522,Yatapoxvirus,"skin, lesion",4
2523,Zetapapillomavirus,oronasopharynx,13
2524,Zetapolyomavirus,lung,10
0,Ackermannviridae,feces,597
1,Ackermannviridae,plant leaf,290
2,Ackermannviridae,plant stem,714
3,Adenoviridae,abdominal cavity,171
4,Adenoviridae,animal tissues,47
5,Adenoviridae,blood,138
6,Adenoviridae,"blood, feces",2
7,Adenoviridae,bone,4
8,Adenoviridae,brain,6
9,Adenoviridae,"brain, liver, abdominal cavity",1
10,Adenoviridae,"brain, spleen, abdominal cavity, lymph",1
11,Adenoviridae,bursa,8
12,Adenoviridae,cerebrospinal fluid,5
13,Adenoviridae,cervix,56
14,Adenoviridae,cloaca,6
15,Adenoviridae,eye,1075
16,Adenoviridae,feces,9486
17,Adenoviridae,"feces, abdominal cavity",26
18,Adenoviridae,"feces, blood",2
19,Adenoviridae,"feces, blood, oronasopharynx",1
20,Adenoviridae,heart,5
21,Adenoviridae,kidney,1
22,Adenoviridae,"kidney, abdominal cavity",138
23,Adenoviridae,"kidney, abdominal cavity, feces, abdominal cavity, brain, lung",1
24,Adenoviridae,liver,235
25,Adenoviridae,"liver, abdominal cavity",961
26,Adenoviridae,"liver, abdominal cavity, kidney, spleen, abdominal cavity",26
27,Adenoviridae,"liver, abdominal cavity, spleen, abdominal cavity, abdominal cavity, kidney, abdominal cavity",1
28,Adenoviridae,"liver, abdominal cavity, spleen, abdominal cavity, heart, kidney, abdominal cavity",2
29,Adenoviridae,"liver, feces, abdominal cavity",2
30,Adenoviridae,"liver, heart",42
31,Adenoviridae,"liver, kidney",60
32,Adenoviridae,"liver, spleen",146
33,Adenoviridae,lung,452
34,Adenoviridae,"lung, oronasopharynx",21
35,Adenoviridae,lymph,9
36,Adenoviridae,oronasopharynx,8559
37,Adenoviridae,"oronasopharynx, feces",10
38,Adenoviridae,"oronasopharynx, feces, blood",7
39,Adenoviridae,"oronasopharynx, feces, blood, skin",1
40,Adenoviridae,"spleen, abdominal cavity",139
41,Adenoviridae,"spleen, abdominal cavity, feces, abdominal cavity",1
42,Adenoviridae,"spleen, abdominal cavity, liver, abdominal cavity",35
43,Adenoviridae,swab,113
44,Adenoviridae,tendon,1
45,Adenoviridae,tissue,1
46,Adenoviridae,tongue,3
47,Adenoviridae,tonsil,155
48,Adenoviridae,urine,318
49,Adenoviridae,vagina,41
50,Adintoviridae,blood,12
51,Adintoviridae,feces,5
52,Adintoviridae,gill,5
53,Adintoviridae,lung,14
54,Adintoviridae,muscle,13
55,Adintoviridae,ovary,19
56,Adintoviridae,sperm,14
57,Adomaviridae,brain,15
58,Adomaviridae,"liver, abdominal cavity",12
59,Adomaviridae,muscle,28
60,Adomaviridae,skin,28
61,Alloherpesviridae,animal tissues,2
62,Alloherpesviridae,brain,1
63,Alloherpesviridae,feces,1
64,Alloherpesviridae,gill,185
65,Alloherpesviridae,"kidney, abdominal cavity",2
66,Alloherpesviridae,lesion_tumor,288
67,Alloherpesviridae,skin,10
68,Alloherpesviridae,spleen,143
69,Alloherpesviridae,"spleen, abdominal cavity",1
70,Alloherpesviridae,"spleen, abdominal cavity, kidney, abdominal cavity",1
71,Alloherpesviridae,"spleen, kidney",462
72,Alloherpesviridae,tissue,3
73,Alphaflexiviridae,feces,9
74,Alphaflexiviridae,flower,23
75,Alphaflexiviridae,fruit,8
76,Alphaflexiviridae,plant leaf,368
77,Alphaflexiviridae,plant seed,10
78,Alphaflexiviridae,plant stem,1
79,Alphasatellitidae,feces,2
80,Alphasatellitidae,phloem,2
81,Alphasatellitidae,plant leaf,767
82,Alphasatellitidae,plant tissue,13
83,Alphasatellitidae,pooled insects,11
84,Alphatetraviridae,larva,32
85,Amalgaviridae,plant leaf,31
86,Amnoonviridae,brain,6
87,Amnoonviridae,"brain, liver, abdominal cavity",1
88,Amnoonviridae,eye,2
89,Amnoonviridae,"feces, abdominal cavity",1
90,Amnoonviridae,gill,1
91,Amnoonviridae,"kidney, abdominal cavity",5
92,Amnoonviridae,liver,7
93,Amnoonviridae,"liver, abdominal cavity",6
94,Amnoonviridae,"spleen, abdominal cavity",1
95,Anelloviridae,abdominal cavity,130
96,Anelloviridae,allantoic fluid,3
97,Anelloviridae,animal tissues,50
98,Anelloviridae,blood,3020
99,Anelloviridae,bone,43
100,Anelloviridae,brain,9
101,Anelloviridae,brain_tumor,6
102,Anelloviridae,bursa,2
103,Anelloviridae,cerebrospinal fluid,90
104,Anelloviridae,cloaca,45
105,Anelloviridae,"face, skin",3
106,Anelloviridae,feces,878
107,Anelloviridae,"kidney, abdominal cavity",20
108,Anelloviridae,"kidney, abdominal cavity, spleen, liver, abdominal cavity",2
109,Anelloviridae,liver,70
110,Anelloviridae,"liver, abdominal cavity",209
111,Anelloviridae,"liver, spleen",63
112,Anelloviridae,lung,45
113,Anelloviridae,lymph,117
114,Anelloviridae,"lymph, bone",3
115,Anelloviridae,mucosa,10
116,Anelloviridae,muscle,19
117,Anelloviridae,oronasopharynx,209
118,Anelloviridae,pooled organs,64
119,Anelloviridae,"saliva, oronasopharynx",17
120,Anelloviridae,skin,8
121,Anelloviridae,"spleen, abdominal cavity",106
122,Anelloviridae,"spleen, abdominal cavity, lymph, bone, liver, abdominal cavity, bursa",10
123,Anelloviridae,"spleen, liver, abdominal cavity",51
